,userId,movieId,rating,timestamp
4182421,28507,1176,4.0,1995-01-09 11:46:44
18950979,131160,1079,3.0,1995-01-09 11:46:49
18950936,131160,47,5.0,1995-01-09 11:46:49
18950930,131160,21,3.0,1995-01-09 11:46:49
12341178,85252,45,3.0,1996-01-29 00:00:00
12341168,85252,21,4.0,1996-01-29 00:00:00
12341169,85252,22,4.0,1996-01-29 00:00:00
12341170,85252,24,3.0,1996-01-29 00:00:00
12341173,85252,32,4.0,1996-01-29 00:00:00
12341174,85252,34,5.0,1996-01-29 00:00:00
12341175,85252,36,5.0,1996-01-29 00:00:00
12341180,85252,48,4.0,1996-01-29 00:00:00
12341181,85252,50,5.0,1996-01-29 00:00:00
12341184,85252,60,4.0,1996-01-29 00:00:00
12341186,85252,70,4.0,1996-01-29 00:00:00
3056639,20821,32,5.0,1996-01-29 00:00:00
19424627,134445,58,5.0,1996-01-29 00:00:00
19424626,134445,45,5.0,1996-01-29 00:00:00
14452515,99851,52,4.0,1996-01-29 00:00:00
19424624,134445,21,5.0,1996-01-29 00:00:00
12341167,85252,19,3.0,1996-01-29 00:00:00
12341165,85252,17,5.0,1996-01-29 00:00:00
12341162,85252,10,5.0,1996-01-29 00:00:00
12341163,85252,11,5.0,1996-01-29 00:00:00
7754002,53434,19,1.0,1996-01-29 00:00:00
14452517,99851,58,5.0,1996-01-29 00:00:00
14452516,99851,55,4.0,1996-01-29 00:00:00
14452507,99851,32,5.0,1996-01-29 00:00:00
14452506,99851,31,5.0,1996-01-29 00:00:00
14452505,99851,21,5.0,1996-01-29 00:00:00
14452504,99851,19,4.0,1996-01-29 00:00:00
12341164,85252,12,1.0,1996-01-29 00:00:00
14452503,99851,18,4.0,1996-01-29 00:00:00
14452501,99851,1,4.0,1996-01-29 00:00:00
15688196,108467,57,4.0,1996-01-29 00:00:00
15688194,108467,11,4.0,1996-01-29 00:00:00
15688193,108467,10,3.0,1996-01-29 00:00:00
12341159,85252,2,4.0,1996-01-29 00:00:00
12341161,85252,7,5.0,1996-01-29 00:00:00
19424622,134445,11,4.0,1996-01-29 00:00:00
14452502,99851,10,4.0,1996-01-29 00:00:00
19424621,134445,10,3.0,1996-01-29 00:00:00
14452509,99851,39,5.0,1996-01-29 00:00:00
14452513,99851,47,5.0,1996-01-29 00:00:00
14452514,99851,50,5.0,1996-01-29 00:00:00
14452512,99851,45,4.0,1996-01-29 00:00:00
17935972,124035,58,5.0,1996-02-01 14:33:16
17935967,124035,47,5.0,1996-02-01 14:33:16
17935970,124035,52,4.0,1996-02-01 14:33:17
17935965,124035,45,5.0,1996-02-01 14:33:17
17935981,124035,70,3.0,1996-02-01 14:33:18
17935969,124035,50,5.0,1996-02-01 14:33:18
17935944,124035,18,4.0,1996-02-01 14:33:20
17935945,124035,19,1.0,1996-02-01 14:33:20
17935936,124035,10,2.0,1996-02-01 14:33:23
17935927,124035,1,5.0,1996-02-01 14:33:23
17935937,124035,11,5.0,1996-02-01 14:33:24
17935957,124035,34,1.0,1996-02-01 14:33:25
17935955,124035,31,4.0,1996-02-01 14:33:26
17935959,124035,39,3.0,1996-02-01 14:33:26
17935973,124035,60,2.0,1996-02-01 14:33:27
17935956,124035,32,5.0,1996-02-01 14:33:27
17935971,124035,57,3.0,1996-02-01 14:33:32
17935977,124035,64,3.0,1996-02-01 14:33:32
17935976,124035,63,1.0,1996-02-01 14:33:33
17935975,124035,62,4.0,1996-02-01 14:33:34
17935974,124035,61,4.0,1996-02-01 14:33:34
17935968,124035,48,3.0,1996-02-01 14:33:35
17935964,124035,44,3.0,1996-02-01 14:33:35
17935966,124035,46,3.0,1996-02-01 14:33:36
17935941,124035,15,3.0,1996-02-01 14:33:41
17935942,124035,16,4.0,1996-02-01 14:33:41
17935943,124035,17,4.0,1996-02-01 14:33:42
17935938,124035,12,1.0,1996-02-01 14:33:43
17935946,124035,20,3.0,1996-02-01 14:33:43
17935948,124035,22,4.0,1996-02-01 14:33:44
17935931,124035,5,2.0,1996-02-01 14:33:44
17935930,124035,4,3.0,1996-02-01 14:33:45
17935928,124035,2,3.0,1996-02-01 14:33:45
17935929,124035,3,4.0,1996-02-01 14:33:48
17935933,124035,7,4.0,1996-02-01 14:33:50
17935958,124035,35,4.0,1996-02-01 14:33:51
17935962,124035,42,2.0,1996-02-01 14:33:51
17935961,124035,41,4.0,1996-02-01 14:33:52
17935963,124035,43,4.0,1996-02-01 14:33:52
17935953,124035,27,3.0,1996-02-01 14:33:53
17935949,124035,23,2.0,1996-02-01 14:33:53
17935950,124035,24,3.0,1996-02-01 14:33:54
17935978,124035,65,1.0,1996-02-01 14:33:58
17935952,124035,26,5.0,1996-02-01 14:33:59
17935940,124035,14,4.0,1996-02-01 14:33:59
17935985,124035,78,2.0,1996-02-01 14:34:00
17935932,124035,6,3.0,1996-02-01 14:34:00
17935988,124035,86,3.0,1996-02-01 14:34:02
17935989,124035,87,3.0,1996-02-01 14:34:05
17935979,124035,66,3.0,1996-02-01 14:34:06
17935983,124035,74,3.0,1996-02-01 14:34:07
17935982,124035,73,4.0,1996-02-01 14:34:07
17935935,124035,9,3.0,1996-02-01 14:34:08
17935954,124035,29,5.0,1996-02-01 14:34:09
17935960,124035,40,4.0,1996-02-01 14:34:09
17935986,124035,79,1.0,1996-02-01 14:34:19
17935987,124035,83,4.0,1996-02-01 14:34:19
17935984,124035,76,4.0,1996-02-01 14:34:24
17935934,124035,8,3.0,1996-02-01 14:34:25
6734039,46380,58,4.0,1996-02-02 10:01:52
6734036,46380,48,3.0,1996-02-02 10:01:53
6734037,46380,52,4.0,1996-02-02 10:01:53
6734025,46380,1,4.0,1996-02-02 10:01:54
6734027,46380,11,5.0,1996-02-02 10:01:57
6734033,46380,39,5.0,1996-02-02 10:01:58
6734026,46380,4,5.0,1996-02-02 10:01:59
6734028,46380,17,5.0,1996-02-02 10:01:59
6734031,46380,28,5.0,1996-02-02 10:02:00
17935951,124035,25,4.0,1996-02-02 12:33:34
17935939,124035,13,3.0,1996-02-02 12:33:34
17935980,124035,68,4.0,1996-02-02 12:33:35
16464896,113947,57,3.0,1996-02-02 12:36:10
16464897,113947,61,3.0,1996-02-02 12:36:11
16464900,113947,64,3.0,1996-02-02 12:36:16
16464898,113947,62,5.0,1996-02-02 12:36:16
16464899,113947,63,1.0,1996-02-02 12:36:17
16464891,113947,45,2.0,1996-02-02 12:36:17
16464892,113947,46,3.0,1996-02-02 12:36:18
16464890,113947,44,4.0,1996-02-02 12:36:18
16464888,113947,42,2.0,1996-02-02 12:36:19
16464889,113947,43,1.0,1996-02-02 12:36:19
16464895,113947,50,5.0,1996-02-02 12:36:20
16464893,113947,47,5.0,1996-02-02 12:36:23
16464894,113947,48,4.0,1996-02-02 12:36:26
16464911,113947,81,4.0,1996-02-02 12:36:27
16464904,113947,70,3.0,1996-02-02 12:36:27
16464903,113947,69,3.0,1996-02-02 12:36:28
16464871,113947,15,2.0,1996-02-02 12:36:29
16464905,113947,71,2.0,1996-02-02 12:36:29
16464870,113947,14,3.0,1996-02-02 12:36:32
16464872,113947,16,4.0,1996-02-02 12:36:34
16464869,113947,12,1.0,1996-02-02 12:36:34
16464876,113947,20,4.0,1996-02-02 12:36:35
16464868,113947,11,5.0,1996-02-02 12:36:35
16464877,113947,21,4.0,1996-02-02 12:36:36
16464875,113947,19,3.0,1996-02-02 12:36:36
16464873,113947,17,5.0,1996-02-02 12:36:37
16464874,113947,18,5.0,1996-02-02 12:36:38
16464862,113947,4,1.0,1996-02-02 12:36:38
16464863,113947,5,4.0,1996-02-02 12:36:41
16464861,113947,3,5.0,1996-02-02 12:36:41
16464859,113947,1,5.0,1996-02-02 12:36:42
16464860,113947,2,5.0,1996-02-02 12:36:42
16464865,113947,7,4.0,1996-02-02 12:36:43
16464867,113947,10,5.0,1996-02-02 12:36:43
16464884,113947,34,1.0,1996-02-02 12:36:44
16464885,113947,36,5.0,1996-02-02 12:36:45
16464883,113947,32,5.0,1996-02-02 12:36:45
16464887,113947,39,5.0,1996-02-02 12:36:48
16464886,113947,38,1.0,1996-02-02 12:36:49
16464879,113947,24,4.0,1996-02-02 12:36:49
16464878,113947,22,4.0,1996-02-02 12:36:50
16464882,113947,31,4.0,1996-02-02 12:36:52
16464881,113947,27,3.0,1996-02-02 12:36:53
16464901,113947,65,2.0,1996-02-02 12:36:57
16464909,113947,78,3.0,1996-02-02 12:36:58
16464902,113947,66,1.0,1996-02-02 12:36:58
16464913,113947,87,3.0,1996-02-02 12:36:59
16464912,113947,86,4.0,1996-02-02 12:36:59
16464906,113947,74,3.0,1996-02-02 12:37:00
16464866,113947,9,3.0,1996-02-02 12:37:01
16464864,113947,6,4.0,1996-02-02 12:37:01
16464880,113947,25,5.0,1996-02-02 12:37:05
16464910,113947,79,2.0,1996-02-02 12:37:07
16464908,113947,76,2.0,1996-02-02 12:37:08
16464907,113947,75,2.0,1996-02-02 12:37:08
12341185,85252,62,5.0,1996-02-05 07:40:52
17598917,121731,1,5.0,1996-02-05 09:53:17
17598920,121731,10,4.0,1996-02-05 09:53:18
17598943,121731,64,3.0,1996-02-05 09:53:19
17598942,121731,61,2.0,1996-02-05 09:53:20
17598944,121731,70,4.0,1996-02-05 09:53:21
17598945,121731,71,1.0,1996-02-05 09:53:21
17598939,121731,48,5.0,1996-02-05 09:53:24
17598938,121731,47,3.0,1996-02-05 09:53:26
17598937,121731,45,4.0,1996-02-05 09:53:27
17598940,121731,50,3.0,1996-02-05 09:53:29
17598941,121731,58,5.0,1996-02-05 09:53:29
17598922,121731,14,5.0,1996-02-05 09:53:31
17598923,121731,16,5.0,1996-02-05 09:53:34
17598921,121731,11,5.0,1996-02-05 09:53:35
17598925,121731,20,3.0,1996-02-05 09:53:35
17598926,121731,21,4.0,1996-02-05 09:53:36
17598924,121731,18,3.0,1996-02-05 09:53:38
17598918,121731,6,4.0,1996-02-05 09:53:42
17598919,121731,7,5.0,1996-02-05 09:53:42
17598934,121731,36,5.0,1996-02-05 09:53:44
17598933,121731,32,3.0,1996-02-05 09:53:44
17598935,121731,39,4.0,1996-02-05 09:53:45
17598930,121731,25,5.0,1996-02-05 09:53:46
17598929,121731,24,1.0,1996-02-05 09:53:48
17598931,121731,26,4.0,1996-02-05 09:53:49
17598927,121731,22,3.0,1996-02-05 09:53:49
17598932,121731,30,4.0,1996-02-05 09:53:50
17598928,121731,23,4.0,1996-02-05 09:53:50
17598946,121731,79,3.0,1996-02-05 09:54:01
17598936,121731,40,4.0,1996-02-05 09:54:07
17598947,121731,89,3.0,1996-02-05 09:54:08
19424625,134445,34,5.0,1996-02-06 16:44:38
3056640,20821,39,5.0,1996-02-07 13:55:05
3701836,25197,10,4.0,1996-02-08 10:56:14
3701835,25197,6,4.0,1996-02-08 10:56:19
3701838,25197,17,5.0,1996-02-08 10:56:19
3701839,25197,25,3.0,1996-02-08 10:56:21
7082115,48844,58,4.0,1996-02-09 12:06:49
7082118,48844,105,3.0,1996-02-09 12:06:50
7082111,48844,17,5.0,1996-02-09 12:06:51
7082112,48844,25,3.0,1996-02-09 12:06:51
7082117,48844,74,4.0,1996-02-09 12:06:52
7082116,48844,68,4.0,1996-02-09 12:06:53
12341166,85252,18,2.0,1996-02-09 16:19:16
14452508,99851,36,5.0,1996-02-09 18:56:57
14452518,99851,70,4.0,1996-02-09 18:56:59
14452511,99851,43,4.0,1996-02-09 18:57:00
17935992,124035,102,3.0,1996-02-10 08:06:13
12341188,85252,95,5.0,1996-02-12 07:11:33
1177306,8050,70,1.0,1996-02-12 14:05:35
1177295,8050,21,3.0,1996-02-12 14:05:36
1177291,8050,10,3.0,1996-02-12 14:05:37
1177288,8050,1,5.0,1996-02-12 14:05:37
1177297,8050,32,5.0,1996-02-12 14:05:38
1177303,8050,50,4.0,1996-02-12 14:05:38
1177305,8050,62,4.0,1996-02-12 14:05:39
1177307,8050,76,3.0,1996-02-12 14:05:39
1177293,8050,16,4.0,1996-02-12 14:05:40
1177292,8050,14,3.0,1996-02-12 14:05:41
1177294,8050,19,3.0,1996-02-12 14:05:44
1177296,8050,22,3.0,1996-02-12 14:05:45
1177290,8050,6,4.0,1996-02-12 14:05:45
1177302,8050,47,5.0,1996-02-12 14:05:46
1177289,8050,2,3.0,1996-02-12 14:05:46
1177298,8050,34,5.0,1996-02-12 14:05:47
1177299,8050,36,4.0,1996-02-12 14:05:48
1177308,8050,95,3.0,1996-02-12 14:05:48
8148467,56139,21,5.0,1996-02-15 12:59:53
8148462,56139,10,4.0,1996-02-15 12:59:53
8148479,56139,79,1.0,1996-02-15 12:59:54
8148480,56139,85,5.0,1996-02-15 12:59:57
8148465,56139,17,5.0,1996-02-15 12:59:58
8148463,56139,15,3.0,1996-02-15 12:59:59
8148464,56139,16,5.0,1996-02-15 12:59:59
8148468,56139,25,5.0,1996-02-15 13:00:00
8148469,56139,26,4.0,1996-02-15 13:00:00
8148461,56139,6,5.0,1996-02-15 13:00:01
8148460,56139,3,2.0,1996-02-15 13:00:02
8148459,56139,2,2.0,1996-02-15 13:00:02
8148473,56139,41,5.0,1996-02-15 13:00:03
8148474,56139,43,5.0,1996-02-15 13:00:03
8148471,56139,31,2.0,1996-02-15 13:00:05
8148470,56139,28,5.0,1996-02-15 13:00:06
8148472,56139,35,5.0,1996-02-15 13:00:06
8148478,56139,77,4.0,1996-02-15 13:00:07
8148477,56139,73,5.0,1996-02-15 13:00:07
8148483,56139,100,5.0,1996-02-15 13:00:08
6734029,46380,21,4.0,1996-02-15 15:13:40
1177309,8050,110,4.0,1996-02-17 12:17:36
1177310,8050,111,5.0,1996-02-17 12:17:39
13235789,91454,19,3.0,1996-02-19 14:49:08
13235790,91454,21,5.0,1996-02-19 14:49:09
13235786,91454,10,3.0,1996-02-19 14:49:12
13235798,91454,50,5.0,1996-02-19 14:49:12
13235800,91454,70,5.0,1996-02-19 14:49:13
13235797,91454,47,5.0,1996-02-19 14:49:18
13235805,91454,93,2.0,1996-02-19 14:49:19
13235802,91454,87,4.0,1996-02-19 14:49:20
13235793,91454,26,4.0,1996-02-19 14:49:35
13235783,91454,2,3.0,1996-02-19 14:49:38
13235807,91454,104,4.0,1996-02-19 14:49:54
13235810,91454,111,5.0,1996-02-19 14:49:55
13235808,91454,107,3.0,1996-02-19 14:49:59
13235785,91454,9,3.0,1996-02-19 14:50:02
13357519,92320,21,5.0,1996-02-19 15:42:05
13357513,92320,11,5.0,1996-02-19 15:42:09
13357530,92320,110,5.0,1996-02-19 15:42:32
13357514,92320,14,3.0,1996-02-19 15:42:35
8148485,56139,111,5.0,1996-02-20 12:46:18
18853826,130558,25,5.0,1996-02-20 16:56:50
18853839,130558,50,5.0,1996-02-20 16:56:50
18853823,130558,21,4.0,1996-02-20 16:56:50
18853820,130558,17,5.0,1996-02-20 16:56:50
18853825,130558,24,3.0,1996-02-21 13:53:45
3056638,20821,25,5.0,1996-02-21 15:37:16
14467107,99961,6,5.0,1996-02-22 15:07:43
14467104,99961,2,5.0,1996-02-22 15:07:44
14467103,99961,1,5.0,1996-02-22 15:07:44
14467108,99961,10,4.0,1996-02-22 15:07:44
14467122,99961,36,5.0,1996-02-22 15:07:44
14467110,99961,14,5.0,1996-02-22 15:07:44
14467109,99961,11,5.0,1996-02-22 15:07:44
14467106,99961,5,4.0,1996-02-22 15:07:44
14467121,99961,35,4.0,1996-02-22 15:07:45
14467124,99961,40,5.0,1996-02-22 15:07:45
14467116,99961,26,5.0,1996-02-22 15:07:45
14467117,99961,28,5.0,1996-02-22 15:07:45
14467118,99961,30,4.0,1996-02-22 15:07:45
14467129,99961,50,5.0,1996-02-22 15:07:45
14467113,99961,17,5.0,1996-02-22 15:07:45
14467114,99961,21,5.0,1996-02-22 15:07:45
14467115,99961,25,4.0,1996-02-22 15:07:45
14467127,99961,45,4.0,1996-02-22 15:07:45
14467119,99961,32,5.0,1996-02-22 15:07:45
14467126,99961,43,4.0,1996-02-22 15:07:45
14467120,99961,34,5.0,1996-02-22 15:07:45
14467130,99961,52,5.0,1996-02-22 15:07:46
14467125,99961,41,5.0,1996-02-22 15:07:46
14467135,99961,110,5.0,1996-02-22 15:07:46
14467134,99961,105,4.0,1996-02-22 15:07:46
14467132,99961,58,5.0,1996-02-22 15:07:46
14467131,99961,55,5.0,1996-02-22 15:07:46
14467112,99961,16,3.0,1996-02-22 15:12:01
3056646,20821,111,5.0,1996-02-22 16:12:10
3298369,22528,62,5.0,1996-02-22 16:30:53
3298358,22528,2,4.0,1996-02-22 16:30:53
3298364,22528,32,3.0,1996-02-22 16:30:53
3298363,22528,21,4.0,1996-02-22 16:30:53
3298361,22528,10,5.0,1996-02-22 16:30:53
3298360,22528,6,5.0,1996-02-22 16:30:53
3298365,22528,34,5.0,1996-02-22 16:30:53
3298371,22528,93,2.0,1996-02-22 16:30:53
